,Open Time,Open,High,Low,Close_btc,Volume,NumberTransactions,Close SP500,Open SP500,halving,Close Gold,Open Gold,OpenDJ,CloseDJ,Close_eth
66,2015-12-16,465.99,466.24,440.0,456.34,206807.6,220420.0,2073.07,2046.5,1,1135.3,1135.3,17530.85,17749.09,0.8
67,2015-12-17,456.34,459.89,450.25,458.0,142561.92,216297.0,2041.89,2073.76,1,1108.1,1108.1,17756.54,17495.84,0.94
68,2015-12-18,458.0,465.73,456.56,463.02,229780.19,213847.0,2005.55,2040.81,1,1123.3,1123.3,17495.04,17128.55,0.9
69,2015-12-19,463.02,466.93,455.0,461.8,52855.37,213876.0,2005.55,2040.81,1,1123.3,1123.3,17495.04,17128.55,0.89
70,2015-12-20,461.8,462.99,432.33,439.51,143210.6,193847.0,2005.55,2040.81,1,1123.3,1123.3,17495.04,17128.55,1.07
71,2015-12-21,439.51,449.99,428.52,437.99,83319.44,229444.0,2021.15,2010.27,1,1140.5,1140.5,17154.94,17251.62,0.91
72,2015-12-22,437.99,442.46,434.79,435.82,125801.91,222717.0,2038.97,2023.15,1,1134.0,1134.0,17253.55,17417.27,0.88
73,2015-12-23,435.82,444.71,435.75,444.54,181367.62,221075.0,2064.29,2042.2,1,1128.2,1128.2,17427.63,17602.61,0.87
74,2015-12-24,444.54,457.22,444.54,455.46,169870.08,210228.0,2060.99,2063.52,1,1135.9,1135.9,17593.26,17552.17,0.87
75,2015-12-25,455.46,461.86,453.99,458.59,36386.66,180383.0,2060.99,2063.52,1,1135.9,1135.9,17593.26,17552.17,0.88
76,2015-12-26,458.59,458.59,407.07,418.72,164472.22,179363.0,2060.99,2063.52,1,1135.9,1135.9,17593.26,17552.17,0.85
77,2015-12-27,418.72,423.64,407.77,422.06,71710.65,160271.0,2060.99,2063.52,1,1135.9,1135.9,17593.26,17552.17,0.92
78,2015-12-28,422.06,429.31,418.53,420.8,37899.56,173129.0,2056.5,2057.77,1,1128.1,1128.1,17535.66,17528.27,0.87
79,2015-12-29,420.8,434.26,420.8,430.76,317103.63,184618.0,2078.36,2060.54,1,1128.6,1128.6,17547.37,17720.98,0.86
80,2015-12-30,430.76,436.79,422.1,428.24,90822.73,176447.0,2063.36,2077.34,1,1120.8,1120.8,17711.94,17603.87,0.89
81,2015-12-31,428.24,434.99,422.01,432.5,89190.89,155362.0,2043.94,2060.59,1,1121.0,1121.0,17590.66,17425.03,0.95
82,2016-01-01,432.5,437.8,429.95,434.55,48057.58,124092.0,2043.94,2060.59,1,1121.0,1121.0,17590.66,17425.03,0.92
83,2016-01-02,434.55,439.53,432.7,435.75,46885.15,149038.0,1939.38,1936.94,1,1173.5,1173.5,16453.63,16449.18,0.95
84,2016-01-03,435.75,437.99,409.11,424.26,209726.77,142608.0,1978.35,1937.09,1,1271.2,1271.2,16545.67,16865.08,0.96
85,2016-01-04,424.26,436.49,424.26,435.0,209194.1,181354.0,2072.78,2056.62,1,1268.9,1268.9,17661.74,17792.75,0.95
86,2016-01-05,435.0,435.63,431.55,432.98,112388.29,182371.0,2072.78,2056.62,1,1268.9,1268.9,17661.74,17792.75,0.94
87,2016-01-06,432.98,433.99,427.88,431.1,166807.9,172090.0,2099.33,2093.94,1,1267.2,1267.2,17754.55,17789.67,0.95
88,2016-01-07,431.1,457.0,430.89,457.0,760356.83,190234.0,2102.95,2099.34,1,1394.3,1394.3,17924.24,17949.37,0.94
89,2016-01-08,457.0,464.0,448.52,456.68,405467.61,181407.0,2170.84,2173.15,1,1416.2,1416.2,18434.5,18404.51,0.99
90,2016-01-09,456.68,456.68,446.33,450.11,84963.85,179968.0,2170.86,2171.33,1,1372.6,1372.6,18396.57,18419.3,0.99
91,2016-01-10,450.11,450.11,440.01,444.6,7640.4,161317.0,2170.86,2171.33,1,1372.6,1372.6,18396.57,18419.3,1.0
92,2016-01-11,444.6,451.64,444.6,451.28,207924.92,191196.0,2111.72,2128.68,1,1348.0,1348.0,18158.24,18037.1,1.08
93,2016-01-12,451.28,451.28,444.11,445.4,324599.67,194874.0,2191.08,2200.17,1,1233.7,1233.7,19149.2,19191.93,1.22
94,2016-01-13,445.4,445.4,420.0,431.68,415972.32,188131.0,1890.28,1940.34,1,1137.4,1137.4,16526.63,16151.41,1.14
95,2016-01-14,431.68,433.99,426.75,430.42,216413.12,183182.0,1921.84,1891.68,1,1123.0,1123.0,16159.01,16379.05,1.16
96,2016-01-15,430.42,431.31,358.74,372.04,677966.57,183642.0,1880.33,1916.68,1,1137.5,1137.5,16354.33,15988.08,1.2
97,2016-01-16,372.04,386.27,353.32,384.25,291177.44,191300.0,1880.33,1916.68,1,1137.5,1137.5,16354.33,15988.08,1.22
98,2016-01-17,384.25,389.85,380.19,383.9,79204.39,204128.0,1880.33,1916.68,1,1090.3,1088.6,16354.33,15988.08,1.31
99,2016-01-18,383.9,387.25,374.83,385.03,1099063.99,213905.0,1880.33,1916.68,1,1088.5,1090.2,16354.33,15988.08,1.47
100,2016-01-19,385.03,385.53,376.33,380.58,1557914.34,186858.0,1881.33,1888.66,1,1135.8,1135.8,16009.45,16016.02,1.22
101,2016-01-20,380.58,423.19,376.27,417.51,1300414.35,209071.0,1859.33,1876.18,1,1151.7,1151.7,15989.45,15766.74,1.54
102,2016-01-21,417.51,425.38,405.0,412.14,638247.28,222743.0,1868.99,1861.46,1,1143.6,1143.6,15768.87,15882.68,1.54
103,2016-01-22,412.14,416.99,375.0,393.0,977136.8,213683.0,1906.9,1877.4,1,1142.6,1142.6,15921.1,16093.51,1.52
104,2016-01-23,393.0,411.0,380.03,387.8,77017.19,190400.0,1906.9,1877.4,1,1142.6,1142.6,15921.1,16093.51,2.03
105,2016-01-24,387.8,404.24,383.57,401.74,195967.96,201425.0,1906.9,1877.4,1,1142.6,1142.6,15921.1,16093.51,2.1
106,2016-01-25,401.74,403.6,387.65,393.08,427392.05,222150.0,1877.08,1906.28,1,1152.4,1152.4,16086.46,15885.22,2.5
107,2016-01-26,393.08,396.79,389.0,389.0,417990.16,230523.0,1903.63,1878.79,1,1167.3,1167.3,15893.16,16167.23,2.3
108,2016-01-27,389.0,396.99,389.0,395.54,257391.75,229677.0,1882.95,1902.52,1,1163.9,1163.9,16168.74,15944.46,2.42
109,2016-01-28,395.54,395.54,378.36,380.92,184161.73,225025.0,1893.36,1885.22,1,1163.7,1163.7,15960.28,16069.64,2.55
110,2016-01-29,380.92,383.97,365.0,379.39,366715.98,224394.0,1940.24,1894.0,1,1161.9,1161.9,16090.26,16466.3,2.41
111,2016-01-30,379.39,380.0,374.53,378.33,93570.38,194794.0,1940.24,1894.0,1,1161.9,1161.9,16090.26,16466.3,2.44
112,2016-01-31,378.33,380.0,369.54,370.0,61072.38,176045.0,1940.24,1894.0,1,1161.9,1161.9,16090.26,16466.3,2.2
113,2016-02-01,370.0,378.99,366.62,371.74,349785.67,222398.0,1940.24,1894.0,1,1161.9,1161.9,16090.26,16466.3,2.17
114,2016-02-02,371.74,375.41,371.74,373.2,365562.48,241722.0,1903.03,1935.26,1,1170.1,1170.1,16420.21,16153.54,2.45
115,2016-02-03,373.2,373.2,367.41,368.7,336253.34,191224.0,1986.45,1976.6,1,1283.0,1283.0,16851.17,16899.32,2.53
116,2016-02-04,368.7,391.7,368.7,390.17,686745.79,200661.0,1986.45,1976.6,1,1283.0,1283.0,16851.17,16899.32,2.57
117,2016-02-05,390.17,390.17,384.8,387.21,346279.69,225488.0,2081.43,2067.17,1,1347.3,1347.3,17783.78,17891.16,2.56
118,2016-02-06,387.21,387.21,371.09,375.31,181099.83,224156.0,2105.26,2097.71,1,1264.9,1264.9,17789.05,17838.56,2.53
119,2016-02-07,375.31,378.55,373.39,376.03,69217.17,212190.0,2105.26,2097.71,1,1264.9,1264.9,17789.05,17838.56,3.0
120,2016-02-08,376.03,377.86,371.31,371.47,358682.2,224755.0,2157.03,2169.94,1,1429.4,1429.4,18401.15,18313.77,3.16
121,2016-02-09,371.47,377.09,371.47,374.0,350955.64,231240.0,2179.98,2177.49,1,1385.3,1385.3,18466.01,18491.96,3.76
122,2016-02-10,374.0,384.19,373.02,380.07,594481.56,235527.0,2179.98,2177.49,1,1385.3,1385.3,18466.01,18491.96,4.35
123,2016-02-11,380.07,380.57,373.07,376.09,389108.52,220934.0,2097.94,2109.43,1,1368.0,1368.0,18017.72,17959.64,6.38
124,2016-02-12,376.09,384.71,376.03,383.85,629776.6,202527.0,2191.95,2191.12,1,1242.4,1242.4,19161.25,19170.42,5.27
125,2016-02-13,383.85,386.52,383.85,386.51,63308.6,184675.0,2191.95,2191.12,1,1242.4,1242.4,19161.25,19170.42,5.22
126,2016-02-14,386.51,406.18,386.51,406.18,670546.45,186088.0,2191.95,2191.12,1,1233.6,1235.7,19161.25,19170.42,5.2
127,2016-02-15,406.18,407.94,396.71,398.27,350254.95,220349.0,2191.95,2191.12,1,1208.1,1234.0,19161.25,19170.42,5.22
128,2016-02-16,398.27,409.33,398.23,406.72,465347.88,215940.0,1895.58,1871.44,1,1241.1,1230.0,16012.39,16196.41,4.25
129,2016-02-17,406.72,420.25,406.72,415.9,596048.72,227235.0,1926.82,1898.8,1,1247.2,1247.2,16217.98,16453.83,3.86
130,2016-02-18,415.9,422.92,414.44,422.21,755629.14,212979.0,1917.83,1927.57,1,1262.5,1262.5,16483.76,16413.43,4.36
131,2016-02-19,422.21,422.21,416.18,419.04,348577.17,217436.0,1917.78,1916.74,1,1267.4,1267.4,16410.96,16391.99,4.45
132,2016-02-20,419.04,442.0,419.04,440.75,407875.43,215728.0,1917.78,1916.74,1,1267.4,1267.4,16410.96,16391.99,4.37
133,2016-02-21,440.75,448.0,426.2,439.28,237933.71,206617.0,1917.78,1916.74,1,1267.4,1267.4,16410.96,16391.99,4.63
134,2016-02-22,439.28,440.12,431.13,436.45,569935.95,237696.0,1945.5,1924.44,1,1246.7,1246.0,16417.13,16620.66,5.6
135,2016-02-23,436.45,438.23,412.07,418.77,661748.35,244748.0,1921.27,1942.38,1,1261.4,1261.4,16610.39,16431.78,5.7
136,2016-02-24,418.77,422.99,410.82,421.32,326202.9,224927.0,1929.8,1917.56,1,1277.1,1277.1,16418.84,16484.99,6.23
137,2016-02-25,421.32,426.55,416.86,423.98,284397.26,216290.0,1951.7,1931.87,1,1277.0,1277.0,16504.38,16697.29,5.93
138,2016-02-26,423.98,427.51,418.89,427.5,340617.72,203635.0,1948.05,1954.95,1,1258.8,1258.8,16712.7,16639.97,6.03
139,2016-02-27,427.5,434.18,427.5,431.47,208782.58,182177.0,1948.05,1954.95,1,1258.8,1258.8,16712.7,16639.97,6.31
140,2016-02-28,431.47,433.36,421.01,431.59,179601.89,233436.0,1948.05,1954.95,1,1258.8,1258.8,16712.7,16639.97,6.5
141,2016-02-29,431.59,440.99,430.14,437.05,429948.59,265320.0,1932.23,1947.13,1,1273.3,1273.3,16634.15,16516.5,6.35
142,2016-03-01,437.05,438.98,427.41,432.32,391113.93,277094.0,1932.23,1947.13,1,1273.3,1273.3,16634.15,16516.5,7.59
143,2016-03-02,432.32,433.73,422.29,423.97,372954.62,270206.0,1912.53,1907.07,1,1183.3,1183.3,16186.2,16336.66,8.7
144,2016-03-03,423.97,423.97,414.06,419.24,1196323.59,221652.0,1993.4,1985.6,1,1300.7,1300.7,16896.17,16943.9,9.35
145,2016-03-04,419.24,421.07,408.4,408.87,1049127.3,207485.0,1993.4,1985.6,1,1300.7,1300.7,16896.17,16943.9,9.96
146,2016-03-05,408.87,409.06,367.0,393.5,1247431.02,234992.0,2063.37,2077.18,1,1342.8,1342.8,17870.75,17750.91,11.0
147,2016-03-06,393.5,403.96,378.71,403.44,156921.05,161739.0,2099.13,2104.07,1,1294.6,1294.6,17799.8,17807.06,10.98
148,2016-03-07,403.44,413.31,399.26,413.16,988846.2,183255.0,2099.13,2104.07,1,1345.5,1344.5,17799.8,17807.06,9.5
149,2016-03-08,413.16,413.49,408.0,412.09,562777.31,200298.0,2163.79,2156.81,1,1423.9,1423.9,18313.08,18355.0,9.88
150,2016-03-09,412.09,412.99,408.22,410.79,1370297.92,190388.0,2163.79,2156.81,1,1423.9,1423.9,18313.08,18355.0,11.55
151,2016-03-10,410.79,414.68,410.07,414.68,738683.02,188726.0,2161.2,2164.33,1,1365.9,1365.9,18279.6,18253.85,11.11
152,2016-03-11,414.68,420.34,414.68,418.93,638915.25,189816.0,2088.66,2098.8,1,1363.8,1363.8,17978.75,17930.67,11.25
153,2016-03-12,418.93,420.17,405.96,409.72,447418.4,168013.0,2088.66,2098.8,1,1363.8,1363.8,17978.75,17930.67,13.25
154,2016-03-13,409.72,412.54,409.25,411.18,685385.15,149803.0,2088.66,2098.8,1,1363.8,1363.8,17978.75,17930.67,15.0
155,2016-03-14,411.18,414.14,411.16,413.99,235320.23,191341.0,2019.64,2019.27,1,1294.4,1285.0,17207.49,17229.13,12.5
156,2016-03-15,413.99,416.09,413.98,416.0,537881.24,202426.0,2015.93,2015.27,1,1280.2,1280.2,17217.15,17251.53,13.09
157,2016-03-16,416.0,416.0,414.71,416.0,599306.72,211992.0,2027.22,2014.24,1,1280.9,1280.9,17249.34,17325.76,12.92
158,2016-03-17,416.0,419.0,416.0,418.95,392406.2,208319.0,2040.59,2026.9,1,1314.1,1314.1,17321.38,17481.49,11.14
159,2016-03-18,418.95,418.95,403.47,407.59,415330.71,206022.0,2049.58,2041.16,1,1302.0,1302.0,17481.49,17602.3,10.75
160,2016-03-19,407.59,409.88,405.66,409.88,242633.91,177478.0,2049.58,2041.16,1,1302.0,1302.0,17481.49,17602.3,10.55
161,2016-03-20,409.88,410.99,409.88,410.99,125995.74,178143.0,2049.58,2041.16,1,1302.0,1302.0,17481.49,17602.3,10.06
162,2016-03-21,410.99,411.4,408.66,411.4,332971.56,199006.0,2051.6,2047.88,1,1292.7,1292.7,17589.7,17623.87,11.97
163,2016-03-22,411.4,418.0,411.39,416.83,383507.99,205208.0,2049.8,2048.64,1,1298.8,1298.8,17602.71,17582.57,10.96
164,2016-03-23,416.83,418.54,416.83,417.01,331613.57,186808.0,2036.71,2048.55,1,1274.0,1299.0,17588.81,17502.59,12.29
165,2016-03-24,417.01,417.16,413.92,415.55,391557.49,190094.0,2035.94,2032.48,1,1272.4,1272.4,17485.33,17515.73,11.13
166,2016-03-25,415.55,416.98,412.79,416.11,396135.74,172309.0,2035.94,2032.48,1,1216.7,1216.7,17485.33,17515.73,10.69
167,2016-03-26,416.11,416.98,416.11,416.92,171326.93,159049.0,2035.94,2032.48,1,1216.7,1216.7,17485.33,17515.73,11.0
168,2016-03-27,416.92,426.75,416.65,424.47,846262.98,160266.0,2035.94,2032.48,1,1216.7,1216.7,17485.33,17515.73,10.5
169,2016-03-28,424.47,424.47,422.0,422.16,368112.34,196080.0,2037.05,2037.89,1,1270.7,1270.7,17526.08,17535.39,11.58
170,2016-03-29,422.16,423.75,405.83,414.25,594301.55,197409.0,2055.01,2035.75,1,1286.3,1286.3,17512.58,17633.11,11.73
171,2016-03-30,414.25,414.64,408.62,413.7,302278.38,201028.0,2063.95,2058.27,1,1276.9,1276.9,17652.36,17716.66,11.88
172,2016-03-31,413.7,416.94,413.7,416.36,466556.09,206476.0,2059.74,2063.77,1,1280.9,1280.9,17716.05,17685.09,11.41
173,2016-04-01,416.36,416.88,414.59,416.48,304703.12,211922.0,2012.66,2038.2,1,1135.5,1135.5,17405.48,17148.94,11.63
174,2016-04-02,416.48,421.18,416.48,420.0,346497.1,183503.0,1915.45,1911.67,1,1197.7,1197.7,16329.67,16416.58,11.61
175,2016-04-03,420.0,420.0,418.93,419.45,44510.42,178429.0,1999.99,1994.01,1,1315.6,1315.6,16945.0,17006.77,11.58
176,2016-04-04,419.45,419.99,417.74,419.99,289850.73,208929.0,2066.13,2073.19,1,1264.7,1264.7,17799.39,17737.0,11.1
177,2016-04-05,419.99,423.44,419.86,422.48,450811.6,216176.0,2051.12,2060.3,1,1324.3,1324.3,17735.02,17651.26,10.39
178,2016-04-06,422.48,423.28,422.3,422.82,500636.53,219290.0,2051.12,2060.3,1,1324.3,1324.3,17735.02,17651.26,10.79
179,2016-04-07,422.82,422.84,419.65,422.59,448516.79,218463.0,2051.12,2060.3,1,1352.0,1345.0,17735.02,17651.26,10.08
180,2016-04-08,422.59,424.39,415.45,418.39,1227064.07,214191.0,2164.25,2163.51,1,1427.9,1427.9,18351.43,18352.05,9.74
181,2016-04-09,418.39,418.39,412.21,416.67,177374.31,196441.0,2164.25,2163.51,1,1326.25,1328.2,18351.43,18352.05,9.16
182,2016-04-10,416.67,420.74,416.67,420.73,185924.26,186954.0,2150.49,2163.37,1,1322.1,1322.1,18267.68,18168.45,8.8
183,2016-04-11,420.73,423.24,419.51,423.23,499197.84,230040.0,2085.18,2083.79,1,1365.7,1365.7,17928.35,17888.28,8.72
184,2016-04-12,423.23,427.24,423.23,426.43,598581.62,240206.0,2085.18,2083.79,1,1365.7,1365.7,17928.35,17888.28,7.53
185,2016-04-13,426.43,426.75,421.99,424.53,871512.71,223506.0,2082.42,2065.92,1,1293.9,1293.9,17741.66,17908.28,8.02
186,2016-04-14,424.53,425.6,424.1,424.96,398729.37,227928.0,2082.78,2082.89,1,1272.1,1272.1,17912.25,17926.43,8.48
187,2016-04-15,424.96,429.84,424.96,429.53,663556.99,212178.0,2080.73,2083.1,1,1279.7,1279.7,17925.95,17897.46,8.22
188,2016-04-16,429.53,432.5,429.52,429.99,212553.43,182004.0,2080.73,2083.1,1,1279.7,1279.7,17925.95,17897.46,8.48
189,2016-04-17,429.99,430.09,426.2,426.2,93759.27,192428.0,2080.73,2083.1,1,1279.7,1279.7,17925.95,17897.46,9.45
190,2016-04-18,426.2,428.7,426.2,427.99,372478.85,220395.0,2094.34,2078.83,1,1280.3,1280.3,17890.2,18004.16,8.92
191,2016-04-19,427.99,435.0,427.98,435.0,609416.58,226511.0,2100.8,2096.05,1,1300.8,1300.8,18012.1,18053.6,8.77
192,2016-04-20,435.0,445.0,434.99,443.54,760561.43,216780.0,2102.4,2101.52,1,1302.3,1302.3,18059.49,18096.27,8.54
193,2016-04-21,443.54,451.0,441.86,451.0,1038975.71,212795.0,2091.48,2102.09,1,1299.5,1299.5,18092.84,17982.52,8.15
